TARGET_BOOK	TARGET_LINE	TARGET_TEXT	SOURCE_BOOK	SOURCE_LINE	SOURCE_TEXT	TYPE	AUTH
1	97	occumbere	21	278	ὀλέεσθαι		Knauer
1	97	mene Iliacis	21	277	μ᾽ ... Τρώων		Knauer
1	97	Tydide	5	240	Τυδεΐδῃ		Knauer
1	97	occumbere	5	250	ὀλέσσῃς		Knauer
1	97	Iliacis	5	264	Τρώων		Knauer
1	98	non ... animam	5	250	μή ... ἦτορ		Knauer
1	99	telo	5	279	ἐγχείῃ		Knauer
1	99	telo	21	278	βελέεσσιν		Knauer
1	99	Hector	21	279	Ἕκτωρ		Knauer
1	99	telo	16	668	βελέων		Knauer
1	99	Aeacidae telo	22	319	αἰχμῆς ... Ἀχιλλεὺς		Knauer
1	99	iacet	18	20	κεῖται 		Knauer
1	100	correpta	21	281	ἁλῶναι		Knauer
1	100	ubi tot Simois	12	22	Σιμόεις ὅθι πολλὰ		Knauer
1	100	undis	21	234	οἴδματι		Knauer
1	100	sub undis	21	11	περὶ δίνας		Knauer
1	100	sub undis	21	238	κατὰ ῥέεθρα,		Knauer
1	100	sub undis	21	239	ἐν δίνῃσι		Knauer
1	101	scuta ... galeasque	12	22	βοάγρια καὶ τρυφάλειαι		Knauer
1	101	volvit	21	11	ἑλισσόμενοι		Knauer
1	101	corpora	21	218	νεκύων		Knauer
1	101	corpora volvit	21	235	ὦσε ... νεκροὺς		Knauer
1	101	corpora	21	325	νεκύεσσι		Knauer
1	101	fortia corpora	3	23	μεγάλῳ .. σώματι		Knauer
1	102	procella ... ferit	11	306	λαίλαπι τύπτων		Knauer
1	102	fluctus	15	624	κῦμα		Knauer
1	102	stridens Aquilone procella velum	15	626	ἀνέμοιο ... ἀήτη ἱστίῳ ἐμβρέμεται		Knauer
1	103	tollit	15	628	φέρονται		Knauer
1	102	iactanti stridens Aquilone procella velum ... fluctusque	1	481	ἄνεμος ... ἱστίον ... κῦμα ... ἴαχε		Knauer
1	108	tris	6	435	τρὶς		Knauer
1	108	tris	9	144	τρεῖς 		Knauer
1	108	tris	9	286	τρεῖς 		Knauer
1	110	tris	6	435	τρὶς		Knauer
1	110	tris	9	144	τρεῖς 		Knauer
1	110	tris	9	286	τρεῖς 		Knauer
1	115	excutitur pronusque ... in caput	5	586	ἔκπεσε ... κύμβαχος ... ἐπὶ βρεχμόν		Knauer
1	115	pronusque ... volvitur in caput	6	42	ἐξεκυλίσθη πρηνὴς ... ἐπὶ στόμα		Knauer
1	115	excutitur pronusque ... caput	12	385	κεφαλῆς ... ἀρνευτῆρι ... κάππεσ᾽		Knauer
1	120	Ilionei	14	489	Ἰλιονῆα		Knauer
1	120	Ilionei	14	492	Ἰλιονῆα		Knauer
1	121	vectus	14	499	ἀνασχὼν		Knauer
1	121	Abas	5	148	Ἄβαντα		Knauer
1	125	et imis stagna	13	21	δέ ... βένθεσι λίμνης		Knauer
1	126	alto ... unda	13	15	ἁλὸς		Knauer
1	126	et ... prospiciens	15	6	ἴδε δὲ		Knauer
1	130	nec latuere ... Iunonis	1	536	οὐδέ ... Ἥρη ἠγνοίησεν 		Knauer
1	130	nec latuere	23	323	οὐδέ ... λήθει		Knauer
1	131	ad ... fatur	15	13	πρὸς ... ἔειπεν		Knauer
1	136		1	80			Knauer
1	137	maturate ... haec	11	140	ἀγγελίην ἐλθόντα		Knauer
1	138	pelagi ... mihi sorte	15	190	ἐγὼν ἔλαχον ... ἅλα ... παλλομένων		Knauer
1	140	vestras ... domos ... et ... regnet	1	179	οἴκαδ᾽ ... σῇς ... καὶ ... ἄνασσε		Knauer
1	147	et ... aperit ... et ... aequor ... rotis ... levibus perlabitur undas	13	29	δὲ θάλασσα διίστατο ... δὲ πέτοντο ῥίμφα ... ἄξων		Knauer
1	150	furor	2	148	λάβρος		Knauer
1	156	equos curruque volans	13	23	ἐλθὼν ... ὄχεσφι ... ἵππω		Knauer
1	156	equos 	13	31	ἵπποι		Knauer
1	156	equos	3	260	ἵππους		Knauer
1	156	lora	3	261	ἡνία		Knauer
1	159	est ... secessu	6	152	ἔστι ... μυχῷ		Knauer
1	187	arcumque ... gerebat	12	372	φέρε ... τόξα		Knauer
1	193	fundat humi	16	469	ἔπεσ᾽ ... κονίῃσι 		Knauer
1	202	revocate animos maestumque	6	112	 μνήσασθε δὲ ... ἀλκῆς		Knauer
1	206	regna ... Troiae	20	307	βίη Τρώεσσιν		Knauer
1	207	durate et ... servate	2	299	τλῆτε ... καὶ μείνατ᾽		Knauer
1	208		15	100			Knauer
1	210	accingunt dapibusque	1	467	τετύκοντό τε δαῖτα ... δαιτὸς		Knauer
1	211	et viscera	1	464	καὶ σπλάγχνα		Knauer
1	212	secant	1	460	ἐξέταμον		Knauer
1	212	frustra ... veribusque ... figunt	1	465	μίστυλλόν ... καὶ ... ὀβελοῖσιν ἔπειραν		Knauer
1	215	veteris Bacchi	1	462	γέρων ... οἶνον		Knauer
1	210	accingunt dapibusque	2	430	τετύκοντό τε δαῖτα ... δαιτὸς		Knauer
1	211	et viscera	2	427	καὶ σπλάγχνα		Knauer
1	211	et viscera ... veribusque ... figunt ... flammasque	2	426	σπλάγχνα δ᾽ ... ἀμπείραντες ... Ἡφαίστοιο		Knauer
1	212	secant	2	423	ἐξέταμον		Knauer
1	212	frustra ... veribusque ... figunt	2	428	μίστυλλόν ... καὶ ... ὀβελοῖσιν ἔπειραν		Knauer
1	210	accingunt dapibusque	7	319	τετύκοντό τε δαῖτα ... δαιτὸς		Knauer
1	212	frusta secant veribusque .. figunt	7	316	διέχευαν ... μίστυλλόν τ᾽ ... πεῖράν τ᾽ ὀβελοῖσιν		Knauer
1	212	secant veribusque ... figunt	9	210	μίστυλλε καὶ ... ὀβελοῖσιν ἔπειρε		Knauer
1	213	flammasque	9	211	πῦρ δὲ ... δαῖεν		Knauer
1	213	flammasque	9	212	πῦρ ἐκάη καὶ φλὸξ		Knauer
1	215	pinguisque	9	207	καὶ πίονος ... δὲ ... σιάλοιο ... ἀλοιφῇ		Knauer
1	215	ferinae	9	217	κρέα		Knauer
1	212	secant veribusque trementia figunt;	24	623	μίστυλλόν τ᾽ ... πεῖράν τ᾽ ὀβελοῖσιν		Knauer
1	215	ferinae	24	626	κρέα 		Knauer
1	216	postquam exempta	1	469	ἐπεὶ ... ἕντο		Knauer
1	221	praecipue ... gemit	24	510	κλαῖ᾽ ... προπάροιθε ... κλαῖεν		Knauer
1	223	summo despiciens ... vertice ... constitit	15	5	κορυφῇσι ... στῆ ... ἴδε		Knauer
1	224	terrasque iacentis	15	9	δ᾽ ... πεδίῳ ... κείμενον		Knauer
1	223	et ... summo despiciens ... vertice ... constitit	8	51	δ᾽ κορυφῇσι καθέζετο ... εἰσορόων		Knauer
1	224	despiciens ... constitit	11	81	καθέζετο ... εἰσορόων 		Knauer
1	226	defixit lumina	13	3	τρέπεν ὄσσε φαεινὼ		Knauer
1	224	despiciens ... terrasque ... populos	13	4	καθορώμενος αἶαν ... ἀνθρώπων		Knauer
1	226	defixit lumina	13	7	τρέπεν ὄσσε φαεινώ		Knauer
1	223		5	274			Knauer
1	225	vertice caeli	8	3	ἀκροτάτῃ κορυφῇ ... Οὐλύμποιο		Knauer
1	225	vertice caeli	1	499	ἀκροτάτῃ κορυφῇ ... Οὐλύμποιο		Knauer
1	225	vertice caeli	5	754	ἀκροτάτῃ κορυφῇ ... Οὐλύμποιο		Knauer
1	225	vertice caeli	20	5	κρατὸς ... Οὐλύμποιο 		Knauer
1	229	adloquitur	1	502	προσέειπε		Knauer
1	228	et lacrimis oculos suffusa	17	695	δέ ... ὄσσε δακρυόφι πλῆσθεν		Knauer
1	228	et lacrimis	21	506	δακρυόεσσα δὲ 		Knauer
1	228	et lacrimis ...suffusa	6	405	δέ ... δάκρυ χέουσα		Knauer
1	229		8	31			Knauer
1	234	volventibus annis	2	551	περιτελλομένων ἐνιαυτῶν		Knauer
1	237		5	370			Knauer
1	242		2	852			Knauer
1	242	Antenor	3	203	Ἀντήνωρ		Knauer
1	242	Antenor	7	347	Ἀντήνωρ		Knauer
1	247	sedesque locavit	2	750	οἰκί᾽ ἔθεντο		Knauer
1	247		2	851			Knauer
1	250	adnuis	1	514	κατάνευσον		Knauer
1	250	adnuis	1	112	κατένευσεν		Knauer
1	252	longe ... oris	15	740	ἑκὰς ... αἴης	
1	254	subridens hominum sator atque deorum	5	426	μείδησεν δὲ πατὴρ ἀνδρῶν τε θεῶν τε		Knauer
1	254	olli subridens ... atque	8	38	τὴν δ᾽ ἐπιμειδήσας 		Knauer
1	254	subridens hominum sator atque deorum	15	47	μείδησεν δὲ πατὴρ ἀνδρῶν τε θεῶν τε		Knauer
1	254	subridens	7	212	μειδιόων		Knauer
1	255	caelum tempestatesque	17	649	ἠέρα ... καὶ		Knauer
1	257		15	49			Knauer
1	257		8	39			Knauer
1	257		22	183			Knauer
1	267	cui ... cognomen	6	402	τόν ... καλέεσκε		Knauer
1	268	Ilus	10	415	Ἴλου		Knauer
1	268	Ilus	20	232	Ἶλός		Knauer
1	269	volvendis mensibus	2	295	περιτροπέων ἐνιαυτὸς		Knauer
1	279		4	26			Knauer
1	279	mare ... terrasque	8	479	γαίης καὶ πόντοιο		Knauer
1	285	dominabitur 	20	307	ἀνάξει		Knauer
1	284	Assaraci	20	232	Ἀσσάρακός		Knauer
1	287	famam	7	458	κλέος		Knauer
1	287	famam	7	451	κλέος		Knauer
1	295	Belli ... saeva vinctus aenis ... nodis	5	385	Ἄρης ... κρατερός ...δῆσαν κρατερῷ ἐνὶ δεσμῷ		Knauer
1	295	vinctus aenis ... nodis	5	387	χαλκέῳ ... δέδετο		Knauer
1	293	et ... artis claudentur ... portae	14	167	πυκινὰς δὲ θύρας ... ἐπῆρσε ... κρυπτῇ		Knauer
1	293	artis claudentur ... portae	21	535	ἐπανθέμεναι σανίδας πυκινῶς ἀραρυίας		Knauer
1	305	At ... plurima volvens	10	3	ἀλλ᾽ ... πολλὰ ... ὁρμαίνοντα.		Knauer
1	305	noctem plurima volvens	2	24	παννύχιον ... ἐπιτετράφαται ... τόσσα		Knauer
1	305	At pius Aeneas, per noctem plurima volvens,	24	3	αὐτὰρ ... ἀλλ᾽ ἐστρέφετ᾽		Knauer
1	313	bina ... crispans hastilia	3	18	δοῦρε δύω ... πάλλων		Knauer
1	313	bina ... crispans hastilia	12	298	δύο δοῦρε τινάσσων		Knauer
1	313	manu lato crispans hastilia	13	134	ἔγχεα ... χειρῶν σειόμεν᾽		Knauer
1	315	virginis ... virginis	22	127	παρθένος ... παρθένος		Knauer
1	319	dederatque comam	23	151	κόμην ὀπάσαιμι 		Knauer
1	323		3	17			Knauer
1	342		3	213			Knauer
1	343	ditissimus agri ... magno ... iugarat	14	123	ἀφνειὸν ... ἄρουραι ... πολλοὶ ... ἔγημε		Knauer
1	344	miserae dilectus	19	287	δειλῇ ... κεχαρισμένε		Knauer
1	345	dederat	19	298	θήσειν		Knauer
1	353	venit imago 	23	65	ἦλθε ψυχὴ		Knauer
1	354	ora	23	68	κεφαλῆς		Knauer
1	353	inhumati ... traiectaque	23	71	θάπτέ ... περήσω		Knauer
1	353	imago ... domus	23	72	εἴδωλα ... δῶ		Knauer
1	371	suspirans	1	364	στενάχων 		Knauer
1	371	suspirans	18	78	στενάχων 		Knauer
1	374	diem ... Olympo	8	393	οὐρανοῦ ... Ὧραι		Knauer
1	379	veho ... aethera	20	299	οὐρανὸν ... ἔχουσιν		Knauer
1	380	et genus	4	58	γένος δέ		Knauer
1	385	Nec ... querentem passa	7	427	οὐδ᾽ εἴα κλαίειν		Knauer
1	387		14	413			Knauer
1	390		2	308			Knauer
1	393		2	459			Knauer
1	393		15	690			Knauer
1	396		14	196			Knauer
1	397	stridentibus	2	463	σμαραγεῖ		Knauer
1	399	puppesque tuae pubesque tuorum	1	179	νηυσί τε σῇς καὶ σοῖς ἑτάροισι		Knauer
1	402		3	395			Knauer
1	402		3	59			Knauer
1	403	ambrosiaeque	14	170	ἀμβροσίῃ		Knauer
1	403	ambrosiaeque comae divinum vertice	1	529	ἀμβρόσιαι δ᾽ ... χαῖται ... κρατὸς ... ἀθανάτοιο:		Knauer
1	403	vestis	5	315	πέπλοιο		Knauer
1	405	adgnovit	1	199	ἔγνω		Knauer
1	405	adgnovit ... fugientem	13	72	ἔγνων ἀπιόντος		Knauer
